"Fiscal Year","Employer","Initial Approvals","Initial Denials","Continuing Approvals","Continuing Denials","NAICS","Tax ID","State","City","ZIP"
"2020","TENABLE INC","0","0","1","0","51","6342","MD","COLUMBIA","21046"
"2020","TENABLE INC","0","0","4","0","51","6428","MD","COLUMBIA","21046"
"2020","VANDA PHARMACEUTICALS INC","0","0","1","0","32","1827","DC","WASHINGTON","20037"
"2020","RICOCHET MANUFACTURING COMPANY INC","0","0","1","0","54","3727","PA","PHILADELPHIA","19144"
"2020","19 VARNUM ST OPERATING CO LLC DBA","0","0","1","0","62","1991","MA","LOWELL","01850"
"2020","HORIZON SCIENCE ACADEMY BELMONT CH","0","1","0","0","61","3751","IL","CHICAGO","60639"
"2020","DELOITTE FIN ADVISORY SVCS LLP","2","0","2","0","54","0745","MA","BOSTON","02210"
"2020","DELOITTE FIN ADVISORY SVCS LLP","0","0","0","1","54","0745","PA","PHILADELPHIA","19103"
"2020","BAYVIEW LOAN SERVICING LLC","1","0","0","0","52","7286","FL","CORAL GABLES","33146"
"2020","BAYVIEW LOAN SERVICING LLC","0","0","1","0","52","7286","FL","MIAMI","33146"
"2020","RAPIDIT INC","2","0","8","2","54","9614","GA","ALPHARETTA","30005"
"2020","BUSINESS TECH SOFTWARE SOLUTIONS I","0","1","1","1","54","5193","TX","FRISCO","75034"
"2020","COGNATE INC","0","0","1","0","54","2163","CA","SAN JOSE","95110"
"2020","SUNKISH CONSULTING CORP DBA/SK INT","1","0","0","0","54","9603","MI","CANTON","48187"
"2020","PRODEGE LLC","1","0","0","0","45","3997","CA","EL SEGUNDO","90245"
"2020","CALL EM ALL LLC","1","0","0","0","51","5922","TX","FRISCO","75034"
"2020","EAST WEST SYSTEMS INC","1","1","1","0","54","9301","NJ","FAIRFIELD","07004"
"2020","DIGERATI SYSTEMS INC","1","2","0","3","54","1456","TX","FRISCO","75034"
"2020","WILSON ENGINEERS LLC","0","0","1","0","54","2570","AZ","TEMPE","85282"
"2020","ANIMOTO INC","0","0","2","0","51","9697","CA","SAN FRANCISCO","94108"
"2020","ANIMOTO INC","0","0","1","0","54","9697","NY","NEW YORK","10003"
"2020","JOHN H STROGER JR HOSPITAL OF COOK","0","0","1","0","62","0654","IL","CHICAGO","60612"
"2020","XPO LOGISTICS INC","0","1","0","0","54","0326","NC","CHARLOTTE","28277"
"2020","BLUE CROSS & BLUE SHIELD OF MASSAC","0","0","6","0","52","5815","MA","QUINCY","02171"
"2020","C & S WHOLESALE GROCERS INC","0","0","6","1","42","0950","NH","KEENE","03431"
"2020","THE WILLIAM CARTER COMPANY INC","0","0","3","0","44","6680","GA","ATLANTA","30326"
"2020","CHOATE HALL & STEWART LLP","0","0","1","0","54","5860","MA","BOSTON","02110"
"2020","OCEAN SPRAY CRANBERRIES INC","0","0","1","0","31","5610","MA","MIDDLEBORO","02349"
"2020","SCHNEIDER ELECTRIC SYSTEMS USA INC","1","0","0","0","33","9430","MA","ANDOVER","01810"
"2020","SCHNEIDER ELECTRIC SYSTEMS USA INC","0","0","2","0","33","9430","MA","BOSTON","02108"
"2020","GOODWIN PROCTER LLP","0","0","1","0","54","8465","MA","BOSTON","02210"
"2020","HOUGHTON MIFFLIN HARCOURT PUBLISHI","0","0","1","0","51","6030","MA","BOSTON","02110"
"2020","LIBERTY MUTUAL INSURANCE COMPANY","0","0","1","0","52","3470","MA","BOSTON","02110"
"2020","LIBERTY MUTUAL INSURANCE COMPANY","0","0","2","0","52","3470","MA","BOSTON","02116"
"2020","MASSACHUSETTS MUTUAL LIFE INSUR CO","0","0","13","1","52","0850","MA","SPRINGFIELD","01111"
"2020","NATIONAL FIRE PROTECTION ASSOC","0","0","1","0","54","3090","MA","QUINCY","02169"
"2020","NATIONAL GRID USA SERVICE CO INC","0","0","8","0","22","3150","NY","HICKSVILLE","11801"
"2020","NORTHEASTERN UNIVERSITY","9","1","5","1","61","9980","MA","BOSTON","02115"
"2020","SAINT-GOBAIN ABRASIVES INC","0","0","1","0","32","0390","MA","WORCESTER","01615"
"2020","ROCKLAND TRUST COMPANY","0","0","2","0","52","2600","MA","ROCKLAND","02370"
"2020","SCULLY SIGNAL COMPANY","0","1","0","0","33","6980","MA","WILMINGTON","01887"
"2020","TRUSTEES OF THE SMITH COLLEGE","2","0","1","0","61","3040","MA","NORTHAMPTON","01063"
"2020","STATE STREET BANK & TRUST COMPANY","3","0","58","2","52","7445","MA","BOSTON","02111"
"2020","WYMAN GORDON COMPANY","0","0","1","0","33","2780","TX","HOUSTON","77095"
"2020","FIDELITY INVESTMENTS","0","0","1","0","52","3129","MA","BOSTON","02210"
"2020","MASSACHUSETTS MEDICAL SOCIETY","0","0","1","0","81","0773","MA","WALTHAM","02451"
"2020","PERKINELMER INC","0","0","1","0","33","2042","MA","WALTHAM","02451"
"2020","UNIFIRST CORPORATION","0","0","2","0","81","3460","MA","WILMINGTON","01887"
"2020","TRUSTEES OF AMHERST COLLEGE","0","0","2","0","61","3542","MA","AMHERST","01002"
"2020","BOSTON COLLEGE","2","0","4","0","61","3545","MA","CHESTNUT HILL","02467"
"2020","TRUSTEES OF BOSTON UNIV","5","0","16","0","61","3547","MA","BOSTON","02215"
"2020","BRANDEIS UNIVERSITY","1","0","1","0","61","3552","MA","WALTHAM","02453"
"2020","BRANDEIS UNIVERSITY","1","0","0","0","61","3552","MA","WALTHAM","02454"
"2020","COLLEGE OF THE HOLY CROSS","0","0","1","0","61","3558","MA","WORCESTER","01610"
"2020","BENJAMIN FRANKLIN INSTITUTE OF TEC","0","0","1","0","61","3576","MA","BOSTON","02116"
"2020","MOUNT HOLYOKE COLLEGE","1","0","0","0","61","3578","MA","SOUTH HADLEY","01075"
"2020","HARVARD UNIVERSITY","31","0","19","0","61","3580","MA","CAMBRIDGE","02138"
"2020","MASSACHUSETTS EYE AND EAR INFIRMAR","1","0","1","0","62","3591","MA","BOSTON","02114"
"2020","MASSACHUSETTS EYE AND EAR INFIRMAR","1","0","0","0","62","3591","MA","SOMERVILLE","02145"
"2020","MASSACHUSETTS INSTITUTE OF TECH","18","0","17","1","61","3594","MA","CAMBRIDGE","02139"
"2020","MILFORD REGIONAL MEDICAL CENTER IN","0","0","1","0","62","3602","MA","MILFORD","01757"
"2020","MUSEUM OF FINE ARTS BOSTON","0","0","1","0","71","3607","MA","BOSTON","02115"
"2020","TUFTS UNIVERSITY","5","0","3","0","61","3634","MA","BOSTON","02111"
"2020","TUFTS UNIVERSITY","1","0","0","0","62","3634","MA","BOSTON","02111"
"2020","TUFTS UNIVERSITY","5","0","3","0","61","3634","MA","MEDFORD","02155"
"2020","MERRIMACK COLLEGE","0","0","1","0","61","3731","MA","NORTH ANDOVER","01845"
"2020","BETH ISRAEL DEACONESS MEDICAL CTR","2","0","5","2","62","3881","MA","BOSTON","02215"
"2020","BETH ISRAEL DEACONESS MEDICAL CTR","0","0","1","0","62","3881","MA","CAMBRIDGE","02138"
"2020","CUSHING ACADEMY","0","0","1","0","61","4048","MA","ASHBURNHAM","01430"
"2020","STONEHILL COLLEGE INC","1","0","0","0","61","4229","MA","NORTH EASTON","02357"
"2020","HEBREW RAHABILITATION CENTER","0","0","0","1","62","4298","MA","DEDHAM","02026"
"2020","MARINE BIOLOGICAL LABORATORY","2","0","0","0","54","4690","MA","WOODS HOLE","02543"
"2020","MCPHS UNIVERSITY","0","0","1","0","61","4700","MA","BOSTON","02109"
"2020","MCPHS UNIVERSITY","2","0","5","0","61","4700","MA","BOSTON","02115"
"2020","MASSACHUSETTS HISTORICAL SOCIETY","0","0","1","0","99","8374","MA","BOSTON","02215"
"2020","WESTERN NEW ENGLAND UNIV","0","0","1","0","61","8376","MA","SPRINGFIELD","01119"
"2020","CLARK UNIVERSITY","1","0","1","0","61","1203","MA","WORCESTER","01610"
"2020","WORCESTER POLYTECHNIC INSTITUTE","0","0","2","0","61","1659","MA","WORCESTER","01609"
"2020","THE SCHEPENS EYE AND EAR RESEARCH","0","0","1","0","62","9889","MA","BOSTON","02114"
"2020","SUFFOLK UNIVERSITY","1","0","3","0","61","3255","MA","BOSTON","02108"
"2020","EMD MILLIPORE CORPORATION","0","0","2","0","54","0233","MA","BURLINGTON","01803"
"2020","NYPRO INC A JABIL COMPANY","0","0","1","0","54","3872","MA","CLINTON","01510"
"2020","JOSLIN DIABETES CENTER","3","0","2","0","62","3836","MA","CAMBRIDGE","02138"
"2020","THE TJX COMPANIES INC","0","0","7","0","44","7613","MA","FRAMINGHAM","01701"
"2020","THERMO FISHER SCIENTIFIC INC","7","1","31","4","54","9186","MA","WALTHAM","02451"
"2020","MILLER WACHMAN LLP","1","0","0","0","54","1907","MA","BOSTON","02114"
"2020","C & K COMPONENTS LLC","0","0","1","0","33","1123","MA","WALTHAM","02451"
"2020","SASAKI ASSOCIATES","3","2","0","0","54","0445","MA","BOSTON","02210"
"2020","SASAKI ASSOCIATES","0","0","2","0","54","0445","MA","WATERTOWN","02472"
"2020","EDUCATION DEVELOPMENT CTR INC","1","0","1","0","61","1718","MA","WALTHAM","02453"
"2020","SIMPSON GUMPERTZ & HEGER INC","0","0","1","0","54","6923","MA","WALTHAM","02451"
"2020","DANA FARBER CANCER INSTITUTE","19","0","8","0","54","3040","MA","BOSTON","02215"
"2020","TERADYNE INC","0","0","3","0","33","2148","MA","NORTH READING","01864"
"2020","SCHOLARSHIP AMERICA INC","0","0","1","0","81","6967","MN","SAINT PETER","56082"
"2020","BERKLEE COLLEGE OF MUSIC","1","0","0","0","61","0472","MA","BOSTON","02210"
"2020","BERKLEE COLLEGE OF MUSIC","0","0","2","0","61","0472","MA","BOSTON","02215"
"2020","GOODY CLANCY & ASSOCIATES INC","1","0","0","0","54","1242","MA","BOSTON","02116"
"2020","SKYWORKS SOLUTIONS INC","2","0","11","1","33","2115","CA","IRVINE","92617"
"2020","CAMBRIDGE SEVEN ASSOCIATES INC","0","0","1","0","54","0225","MA","CAMBRIDGE","02138"
"2020","BRIGHAM & WOMEN S HOSPITAL","0","0","2","0","62","2909","MA","BOSTON","02115"
"2020","BRIGHAM & WOMEN S HOSPITAL","9","0","6","2","62","2909","MA","SOMERVILLE","02145"
"2020","ELIOT COMMUNITY HUMAN SERVICES INC","0","0","1","0","62","6924","MA","LEXINGTON","02421"
"2020","N SUFFOLK MENTAL HEALTH ASSOC INC","1","0","0","0","62","7215","MA","CHELSEA","02150"
"2020","ARROWSTREET INC","1","0","0","0","54","3820","MA","BOSTON","02109"
"2020","IDC RESEARCH INC F/K/A INTL DATA C","0","0","1","0","54","4970","MA","FRAMINGHAM","01701"
"2020","ANALOG DEVICES INC","6","0","26","0","33","8234","MA","WILMINGTON","01887"
"2020","CRA INTERNATIONAL INC","1","0","4","0","54","2210","MA","BOSTON","02116"
"2020","NEW ENGLAND CONTROLS INC","0","0","1","0","54","9826","MA","MANSFIELD","02048"
"2020","SPRINGFIELD ANESTHESIA SVCS INC","0","0","1","0","62","0028","MA","WEST SPRINGFIELD","01089"
"2020","CBT- CHILDS BERTMAN TSECKARES INC","0","0","1","0","54","9873","MA","BOSTON","02114"
"2020","THE BOSTON CONSULTING GROUP INC","24","15","21","0","54","2614","MA","BOSTON","02210"
"2020","W T RICH COMPANY INC","0","0","0","1","99","4699","MA","NEWTON","02458"
"2020","NTT DATA INC","2","1","29","0","54","7166","MA","BOSTON","02129"
"2020","NTT DATA INC","55","7","106","11","54","7166","MA","CHARLESTOWN","02129"
"2020","NTT DATA INC","0","0","1","0","54","7166","TX","PLANO","75024"
"2020","HARVARD PILGRIM HEALTH CARE INC","1","0","1","0","52","2600","MA","WELLESLEY","02481"
"2020","HARVARD PILGRIM HEALTH CARE INC","0","0","2","0","52","2600","MA","WELLESLEY HILLS","02481"
"2020","ANALOGIC CORPORATION","0","0","1","0","54","4372","MA","PEABODY","01960"
"2020","CDM SMITH INC","0","0","1","0","54","3650","MA","BOSTON","02109"
"2020","BANCO ITAU INTERNATIONAL","0","0","0","1","52","8669","FL","MIAMI","33131"
"2020","STMICROELECTRONICS INC","0","0","2","0","33","5946","TX","COPPELL","75019"
"2020","HEALTHFIRST FAMILY CARE CENTER INC","1","0","0","0","62","3444","MA","FALL RIVER","02723"
"2020","SPRINGER SCIENCE BUS MEDIA LLC","0","0","1","0","51","9538","NY","NEW YORK","10004"
"2020","FENWAY COMMUNITY HEALTH CENTER INC","0","0","1","0","62","0564","MA","BOSTON","02215"
"2020","WEATHERFORD INTERNATIONAL LLC","1","0","2","0","33","5019","TX","HOUSTON","77056"
"2020","LYNN COMMUNITY HLTH INC DBA LYNN C","0","0","1","0","62","5066","MA","FRAMINGHAM","01701"
"2020","UNION OF CONCERNED SCIENTISTS INC","1","0","0","0","54","5767","MA","CAMBRIDGE","02138"
"2020","LIFELINE SYSTEMS COMPANY","0","0","1","0","33","7528","MA","FRAMINGHAM","01702"
"2020","A & A WINDOW PRODUCTS INC","0","0","1","0","23","8772","MA","MALDEN","02148"
"2020","FRESENIUS USA INC A FRESENIUS MEDI","0","0","4","0","33","0576","MA","WALTHAM","02451"
"2020","PERRY DEAN ROGERS & PARTNERS ARCHI","0","0","1","0","54","1909","MA","BOSTON","02109"
"2020","BRUKER BIOSPIN CORPORATION","0","0","2","0","54","9285","MA","BILLERICA","01821"
"2020","KLA TENCOR CORPORATION","23","0","15","2","33","4110","CA","MILPITAS","95035"
"2020","NETWORK SERVICES COMPANY","0","0","1","0","54","9155","IL","SCHAUMBURG","60173"
"2020","ELIOT HOTEL INC","1","1","0","0","72","0135","MA","BOSTON","02215"
"2020","EDWIN SCHLOSSBERG INC","1","0","0","0","54","4401","NY","NEW YORK","10003"
"2020","NOVA BIOMEDICAL","0","0","1","0","33","2580","MA","WALTHAM","02454"
"2020","CSC CONSULTING INC","0","0","6","2","54","3545","TX","RICHARDSON","75080"
"2020","CSC CONSULTING INC","1","0","0","0","54","3545","VA","MC LEAN","22102"
"2020","XCERRA CORPORATION","1","0","0","0","33","4045","MA","NORWOOD","02062"
"2020","MAPFRE USA CORP","0","0","2","0","52","9931","MA","WEBSTER","01570"
"2020","PSI INTERNATIONAL INC","0","0","1","0","54","8935","VA","FAIRFAX","22030"
"2020","MA COLLEGE OF LIBERAL ARTS","1","0","0","0","61","3803","MA","NORTH ADAMS","01247"
"2020","GANDARA MENTAL HEALTH CENTER INC","6","0","1","0","62","2756","MA","WEST SPRINGFIELD","01089"
"2020","INTERSYSTEMS CORPORATION","0","0","2","0","51","9026","MA","CAMBRIDGE","02142"
"2020","INTERSYSTEMS CORPORATION","1","0","2","0","54","9026","MA","CAMBRIDGE","02142"
"2020","KRONOS INCORPORATED","0","0","5","0","54","0942","MA","LOWELL","01851"
"2020","FIDELITY INVESTMENTS","1","0","5","0","52","7786","MA","BOSTON","02210"
"2020","BOSE CORPORATION","2","0","8","0","33","5386","MA","FRAMINGHAM","01701"
"2020","COMMONWEALTH EQUITY SERVICES LLC","0","0","1","0","52","5571","MA","WALTHAM","02453"
"2020","TIE COMMERCE INC","0","0","1","0","54","7579","MA","TEWKSBURY","01876"
"2020","JSI RESEARCH & TRAINING INSTITUTE","0","0","1","0","92","9824","VA","ARLINGTON","22202"
"2020","EMC CORPORATION","14","3","29","1","42","0009","TX","ROUND ROCK","78682"
"2020","EMC CORPORATION","1","0","1","0","54","0009","TX","ROUND ROCK","78682"
"2020","BTS ASSET MANAGEMENT INC","1","0","0","0","52","9678","MA","LEXINGTON","02420"
"2020","GRANTHAM MAYO VAN OTTERLOO & CO LL","0","0","1","0","52","1242","MA","BOSTON","02110"
"2020","BOSTON SCIENTIFIC CORPORATION","2","0","11","0","33","5240","MA","MARLBOROUGH","01752"
"2020","MCLEAN HOSPITAL","1","0","1","0","62","7981","MA","SOMERVILLE","02145"
"2020","GEN HOSP CORP D/B/A MASS GEN HOSP","0","0","1","0","62","7983","MA","BOSTON","02114"
"2020","GEN HOSP CORP D/B/A MASS GEN HOSP","22","0","17","1","62","7983","MA","SOMERVILLE","02145"
"2020","CLEAN HARBORS ENVIRONMENTAL SVCS I","0","0","3","0","54","8999","MA","NORWELL","02061"
"2020","CHMC ANESTHESIA FOUNDATION","0","0","1","0","62","2169","MA","BOSTON","02115"
"2020","LAHEY CLINIC INC","1","0","1","0","62","4683","MA","BURLINGTON","01805"
"2020","INFORMA BUSINESS INTELLIGENCE INC","0","0","1","0","54","5709","NY","NEW YORK","10158"
"2020","NEW ENGLAND CTR FOR CHILDREN INC","3","0","0","0","99","8762","MA","SOUTHBOROUGH","01772"
"2020","HAYES PUMP INC","0","0","1","0","33","0559","MA","CONCORD","01742"
"2020","ZOLL MEDICAL CORPORATION","0","0","1","1","33","1626","MA","CHELMSFORD","01824"
"2020","COGNEX CORPORATION","1","0","2","0","54","3778","MA","NATICK","01760"
"2020","ANALYSIS GROUP INC","7","4","8","0","54","7260","MA","BOSTON","02199"
"2020","BOSTONIAN HOTEL ASSOCS DBA BOSTONI","0","0","0","1","72","9704","MA","BOSTON","02109"
"2020","FRESENIUS MGT SVCS INC A FRESENIUS","2","0","0","0","55","3764","MA","WALTHAM","02451"
"2020","NTT DATA INC","0","1","0","0","54","7166","MA","CHARLESTOWN","02129"
"2020","MASCON INC","1","0","0","0","42","9441","MA","WOBURN","01801"
"2020","ASPEN TECHNOLOGY INC","3","0","4","0","51","9697","MA","BEDFORD","01730"
"2020","VICOR CORPORATION","0","0","1","0","33","2817","MA","ANDOVER","01810"
"2020","ABIOMED INC","0","0","2","0","33","3260","MA","DANVERS","01923"
"2020","PRATT MEDICAL GROUP INC TUFTS MED","0","0","1","0","62","3894","MA","BOSTON","02109"
"2020","PRATT MEDICAL GROUP INC TUFTS MED","0","0","1","0","62","3894","MA","BOSTON","02111"
"2020","GLOBUS MEDICAL INC","1","0","0","0","33","4954","PA","NORRISTOWN","19403"
"2020","PROGRESS SOFTWARE CORPORATION","0","0","2","0","51","6201","MA","BEDFORD","01730"
"2020","MULLENLOWE US INC","1","0","1","0","54","6512","MA","BOSTON","02109"
"2020","MASSACHUSETTS FINANCIAL SVCS CO","0","0","1","0","52","7644","MA","BOSTON","02199"
"2020","HCC SPECIALTY UNDERWRITERS INC","0","0","1","0","52","8570","MA","WAKEFIELD","01880"
"2020","WALDRON H RAND CO P C","0","0","2","0","54","9781","MA","DEDHAM","02026"
"2020","SHAWMUT DESIGN AND CONSTRUCTION","0","0","2","0","23","9985","MA","BOSTON","02118"
"2020","GEOCOMP CORPORATION","0","0","1","0","54","2414","MA","ACTON","01720"
"2020","SOUTH SHORE HOSPITAL","0","0","2","0","62","9210","MA","SOUTH WEYMOUTH","02190"
"2020","BROX INDUSTRIES INC","0","0","1","0","32","2247","MA","DRACUT","01826"
"2020","CHILDREN S HOSPITAL CORPORATION","17","1","15","0","62","4441","MA","BOSTON","02115"
"2020","SUFFOLK CONSTRUCTION COMPANY INC","0","0","2","0","99","6356","MA","BOSTON","02119"
"2020","PEGASYSTEMS INC","2","0","6","1","54","7865","MA","CAMBRIDGE","02142"
"2020","BAYSTATE MEDICAL CENTER INC","0","0","1","0","62","0311","MA","SPRINGFIELD","01199"
"2020","BOSTON CHILDREN S HEART FOUNDATION","0","0","1","0","62","0699","MA","BOSTON","02115"
"2020","PLYMOUTH ROCK ASSURANCE CORP","0","0","0","1","52","0590","MA","BOSTON","02111"
"2020","EXEL INC DBA DHL SUPPLY CHAIN","0","0","2","0","49","1160","OH","WESTERVILLE","43082"
"2020","MASSACHUSETTS GENERAL HOSP / MGPO","1","0","4","1","62","7148","MA","SOMERVILLE","02145"
"2020","MEDICA CORP","1","0","0","0","33","8621","MA","BEDFORD","01730"
"2020","MED CARE OF BOSTON MGMT CORP","0","0","1","0","62","0972","MA","NEEDHAM","02494"
"2020","NATL MED CARE INC A FRESENIUS MED","0","0","16","1","62","5488","MA","WALTHAM","02451"
"2020","NETSCOUT SYSTEMS INC","0","0","3","0","54","7575","MA","WESTFORD","01886"
"2020","OXFORD GLOBAL RESOURCES LLC","0","0","1","0","56","8827","MA","BEVERLY","01915"
"2020","RE DINNEEN ARCHITECTS & PLANNERS I","0","0","1","0","54","2023","MA","BOSTON","02114"
"2020","NEW ENGLAND FOUNDATION CO INC","0","0","0","1","23","8441","MA","BOSTON","02136"
"2020","HILLCREST EDUCATIONAL CENTERS INC","1","0","5","1","62","8510","MA","PITTSFIELD","01201"
"2020","DHK ARCHITECTS INC","0","0","1","0","54","5859","MA","BOSTON","02114"
"2020","PTC INC","8","1","16","1","54","6152","MA","BOSTON","02210"
"2020","LEMESSURIER CONSULTANTS INC","1","0","0","0","54","2619","MA","BRIGHTON","02135"
"2020","BAIN & COMPANY INC","4","5","4","2","54","8322","MA","BOSTON","02116"
"2020","LOWELL COMMUNITY HEALTH CENTER","1","0","0","0","62","1348","MA","LOWELL","01854"
"2020","PRELLWITZ CHILINKSI ASSOCIATES INC","0","0","1","0","54","7710","MA","CAMBRIDGE","02139"
"2020","BAYSTATE MEDICAL PRACTICES INC","0","0","5","0","62","8373","MA","SPRINGFIELD","01199"
"2020","STAPLES INC","5","0","18","2","45","6127","MA","FRAMINGHAM","01702"
"2020","PERKINELMER INFORMATICS INC","0","0","2","0","54","7700","MA","WALTHAM","02451"
"2020","AMADEUS HOSPITALITY AMERICAS INC","0","0","1","0","51","7932","NH","PORTSMOUTH","03801"
"2020","HOLOGIC INC","1","0","3","0","33","2449","MA","MARLBOROUGH","01752"
"2020","LINEDATA SERVICES INC","0","0","2","1","54","5489","MA","BOSTON","02110"
"2020","UMASS MEMORIAL MEDICAL GROUP INC","0","0","5","0","62","1067","MA","WORCESTER","01605"
"2020","MODUSLINK CORPORATION","0","0","1","0","54","1333","MA","WALTHAM","02451"
"2020","ALTRAN US CORP","2","0","4","0","54","4909","MA","BURLINGTON","01803"
"2020","FLUID MANAGEMENT SYSTEMS INC","0","0","1","0","33","8903","MA","WATERTOWN","02472"
"2020","BOSTON PRIVATE BANK & TRUST CO","1","0","0","0","52","2314","MA","BOSTON","02109"
"2020","PUBLIC CONSULTING GROUP INC","0","0","1","0","54","2913","MA","BOSTON","02109"
"2020","NEW ENGLAND REHAB SVCS OF CENTRAL","0","0","1","0","62","8290","MA","WORCESTER","01602"
"2020","BRIGHT HORIZONS CHILDRENS CTRS LLC","0","0","6","0","62","9680","MA","WATERTOWN","02472"
"2020","ICONICS INC","0","0","1","0","54","9931","MA","FOXBORO","02035"
"2020","TUV SUD AMERICA INC","0","0","1","1","54","1698","MA","PEABODY","01960"
"2020","CYTEL INC","2","0","2","0","51","5676","MA","CAMBRIDGE","02139"
"2020","CYTEL INC","1","0","7","0","51","5676","MA","WALTHAM","02451"
"2020","TEKSCAN INC","1","0","0","0","51","9260","MA","SOUTH BOSTON","02127"
"2020","LALLEMAND SPECIALTIES INC","1","0","0","0","54","9801","GA","DULUTH","30097"
"2020","AVID TECHNOLOGY INC","0","0","2","0","33","7748","MA","BURLINGTON","01803"
"2020","MCNAMARA SALVIA INC","0","0","1","0","54","8134","MA","BOSTON","02110"
"2020","THE DENNIS GROUP INC","1","0","0","0","23","3285","MA","SPRINGFIELD","01103"
"2020","WOODS HOLE RESEARCH CENTER INC","0","0","1","0","54","5094","MA","FALMOUTH","02540"
"2020","THE STOP & SHOP SUPERMARKET CO","0","1","0","0","44","8884","MA","QUINCY","02169"
"2020","ELKUS MANFREDI ARCHITECTS LTD","0","0","1","0","54","6183","MA","BOSTON","02210"
